nct_id,title,status,start_date,completion_date,phase,enrollment,study_type,sponsor,sponsor_class,fda_regulated
NCT04984447,OCT Guided Trans Nasal Imaging of the Small Intestine in Adults,ENROLLING_BY_INVITATION,2017-09-22,2029-12,NA,30,INTERVENTIONAL,Massachusetts General Hospital,OTHER,True
NCT05857852,Low-Intensity Focused Ultrasound for Cocaine Use Disorder,UNKNOWN,2023-03-01,2025-03-01,NA,30,INTERVENTIONAL,University of Virginia,OTHER,True
NCT04764604,Evaluating the Feasibility of Acapella® Choice as a Dysphonia Treatment,COMPLETED,2020-12-14,2021-11-29,NA,30,INTERVENTIONAL,"University College, London",OTHER,True
NCT05165108,Non-invasive Vagus Nerve Stimulation in the Treatment of Crohn's Disease - A Pilot Study,TERMINATED,2021-11-30,2022-08-12,NA,4,INTERVENTIONAL,Indiana University,OTHER,True
NCT05405452,Vibratory Anesthesia in Trigger Finger Injections,UNKNOWN,2023-08-14,2025-08-01,PHASE4,1000,INTERVENTIONAL,University of Arizona,OTHER,True
NCT03953417,Pilot Accelerated Theta Burst in Treatment-Resistant Bipolar Depression,COMPLETED,2019-07-01,2023-12-30,NA,7,INTERVENTIONAL,Stanford University,OTHER,True
NCT04670640,Mechanistic Interventions and Neuroscience of Dissociation,RECRUITING,2021-09-18,2026-01-31,NA,350,INTERVENTIONAL,Emory University,OTHER,True
NCT06560125,WOUNDCHEK Bacterial Status Performance With Trained vs Untrained Users,COMPLETED,2024-08-01,2025-02-14,,36,OBSERVATIONAL,Woundchek Laboratories BV,INDUSTRY,True
NCT01053052,Study of FemVue(TM) Sono Tubal Evaluation System Method Comparison to HSG,WITHDRAWN,2010-01,2013-01,NA,0,INTERVENTIONAL,Femasys Inc.,INDUSTRY,True
NCT06490874,Continuous Glucose Monitoring (CGM) Substudy of the DECIDE RCT,WITHDRAWN,2025-09,2030-12,,0,OBSERVATIONAL,Ohio State University,OTHER,True
NCT03478566,Transcutaneous CO2 Monitoring at Home for Children With Neuromuscular Disease,ACTIVE_NOT_RECRUITING,2018-10-01,2023-09-01,NA,39,INTERVENTIONAL,The Hospital for Sick Children,OTHER,True
NCT07164027,"Comparing a New PSMA Imaging Agent to MRI for Detecting Prostate Cancer, BEACON Trial",RECRUITING,2025-11-14,2037-01-28,EARLY_PHASE1,30,INTERVENTIONAL,Jonsson Comprehensive Cancer Center,OTHER,True
NCT03920761,Evaluation of Technologies for Neonates in Africa,COMPLETED,2019-06-27,2020-12-30,,575,OBSERVATIONAL,Save the Children,OTHER,True
NCT05325996,Evaluating Home Testing Devices for the Management of Glaucoma,COMPLETED,2022-04-15,2025-02-17,NA,53,INTERVENTIONAL,Wills Eye,OTHER,True
NCT04371159,"A Comparative, Controlled Study to Evaluate the Clinical Accuracy of the Velieve U.S. UTI Urine Analysis Test System",COMPLETED,2020-02-05,2020-05-30,NA,125,INTERVENTIONAL,Healthy.io Ltd.,INDUSTRY,True
NCT03383627,Assessment of Glycemic Control in Patients With Type 2 Diabetes Mellitus and Late Stage Chronic Kidney Disease,COMPLETED,2017-11-30,2018-08-21,NA,80,INTERVENTIONAL,Northwell Health,OTHER,True
NCT07135323,AvertD Post-Approval Study,RECRUITING,2024-11-15,2031-11,,4000,OBSERVATIONAL,"Prescient Medicine Holdings, Inc.",INDUSTRY,True
NCT06363929,Continuous Glucose Monitoring in Neonatal Hyperinsulinism,TERMINATED,2023-06-01,2025-09-22,,1,OBSERVATIONAL,MemorialCare Health System,OTHER,True
NCT05154877,Evaluation of a New Generation of PET-CT OMNI,COMPLETED,2022-05-30,2023-12-18,,45,OBSERVATIONAL,GE Healthcare,INDUSTRY,True
NCT05084729,CONFIDENCE Registry,COMPLETED,2020-09-11,2023-07-19,,165,OBSERVATIONAL,Seno Medical Instruments Inc.,INDUSTRY,True
NCT06472245,Trial of Therapeutic Cancer Vaccine OSE2101 in Patients With Non-Small Cell Lung Cancer and Secondary Resistance to Immune Checkpoint Inhibitor,RECRUITING,2024-12-03,2028-12-15,PHASE3,363,INTERVENTIONAL,OSE Immunotherapeutics,INDUSTRY,True
NCT04258566,Electromagnetic Tracking and Optical Imaging With ICG for Hepatic Biopsies,TERMINATED,2022-01-27,2025-01-29,NA,7,INTERVENTIONAL,National Institutes of Health Clinical Center (CC),NIH,True
NCT03132675,Tavo and Pembrolizumab in Patients With Stage III/IV Melanoma Progressing on Either Pembrolizumab or Nivolumab Treatment,UNKNOWN,2017-10-03,2024-07-31,PHASE2,143,INTERVENTIONAL,OncoSec Medical Incorporated,INDUSTRY,True
NCT04151290,Cognoa ASD Diagnosis Aid Validation Study,COMPLETED,2019-08-07,2020-08-31,NA,711,INTERVENTIONAL,"Cognoa, Inc.",INDUSTRY,True
NCT05751915,Magnetocardiography as a Noninvasive Diagnostic Strategy for Identifying Coronary Allograft Vasculopathy,UNKNOWN,2023-05-23,2024-01-30,,40,OBSERVATIONAL,Genetesis Inc.,INDUSTRY,True
NCT04436068,Hyperfine Portable MRI in Hydrocephalus and Other Conditions Prompting Outpatient Brain Imaging,ACTIVE_NOT_RECRUITING,2019-06-28,2027-01-31,NA,100,INTERVENTIONAL,University of Pennsylvania,OTHER,True
NCT04918693,A Study to Evaluate the Performance and Potential Benefits of an Assistive Artificial Intelligence Device ScanNav Anatomy Peripheral Nerve Block - US V1.0 for Ultrasound-guided Regional Anesthesia,COMPLETED,2021-05-16,2021-11-30,,34,OBSERVATIONAL,IntelligentUltrasound Limited,INDUSTRY,True
NCT03470493,ApneaLink Air Home Sleep Testing (HST) Device Validation Study,COMPLETED,2018-04-11,2019-07-31,NA,130,INTERVENTIONAL,ResMed,INDUSTRY,True
NCT03617419,Vscan Access R2 Feasibility Evaluation,COMPLETED,2017-11-14,2018-02-26,NA,16,INTERVENTIONAL,GE Healthcare,INDUSTRY,True
NCT05063344,NOWDx Test for the Diagnosis of Syphilis,COMPLETED,2021-10-04,2023-12-11,,1535,OBSERVATIONAL,"NOWDiagnostics, Inc.",INDUSTRY,True
NCT03764111,Comparing an Inexpensive Handheld Ultrasound Machine and a Large Mobile Ultrasound System,COMPLETED,2018-10-23,2020-12-30,,60,OBSERVATIONAL,Yale University,OTHER,True
NCT05827263,Temporary Hydrostatic Splint Therapy and Its Effects on Occlusal Forces,COMPLETED,2021-12-01,2022-01-01,NA,51,INTERVENTIONAL,Lithuanian University of Health Sciences,OTHER,True
NCT03949465,rTMS for Peripartum Depression,WITHDRAWN,2023-05-18,2023-05-18,NA,0,INTERVENTIONAL,University of Calgary,OTHER,True
NCT04318132,Agreement and Precision Study of the Nidek Mirante,COMPLETED,2020-01-25,2021-12-30,NA,170,INTERVENTIONAL,Nidek Co. LTD.,INDUSTRY,True
NCT03663179,Transcranial Magnetic Stimulation for Attention Deficit/Hyperactivity Disorder (ADHD),COMPLETED,2017-01,2020-01-01,NA,32,INTERVENTIONAL,University of Pennsylvania,OTHER,True
NCT05690880,ForeseeHome NRich Registry,ACTIVE_NOT_RECRUITING,2022-12-15,2027-12-15,,20000,OBSERVATIONAL,Notal Vision Inc.,INDUSTRY,True
NCT07223827,Handheld Point of Care Electro-Diagnostic Device,RECRUITING,2026-01-10,2026-12,NA,30,INTERVENTIONAL,Indiana University,OTHER,True
NCT04761055,"Study of iBreast, a Handheld Device to Detect Breast Abnormalities During Screening Visits for Breast Cancer",COMPLETED,2021-01-29,2025-08-19,NA,309,INTERVENTIONAL,Memorial Sloan Kettering Cancer Center,OTHER,True
NCT07336134,PopSci CHW4CervixHealth,RECRUITING,2025-10-22,2026-07-01,NA,120,INTERVENTIONAL,Thomas Jefferson University,OTHER,True
NCT03486444,"Exploring New and Next Generation Ultrasound Technologies for Medical Education, Patient Care, and New Indications",WITHDRAWN,2022-10-01,2024-12-31,NA,0,INTERVENTIONAL,University of Cincinnati,OTHER,True
NCT07227506,Utility of Mucosal Impedance Device in Chronic Esophageal Disorders:,RECRUITING,2025-11-20,2028-07-01,,50,OBSERVATIONAL,Medical College of Wisconsin,OTHER,True
NCT06452355,Safety and Effectiveness of the KOKO Device to Treat Primary Abnormal Postpartum Uterine Bleeding or Hemorrhage,RECRUITING,2024-08-29,2026-08-30,NA,72,INTERVENTIONAL,KOKO Medical Inc.,INDUSTRY,True
NCT05514691,Evaluation of Clinical Performance and Usability of iStatis COVID-19 Ag Rapid Test at POC,COMPLETED,2022-01-13,2022-01-27,NA,129,INTERVENTIONAL,bioLytical Laboratories,INDUSTRY,True
NCT05227898,Virtual Trial to Compare Two Digital Therapeutics as Interventions for Physical and Mental Health in People With Cancer,UNKNOWN,2022-03-10,2022-12-15,NA,352,INTERVENTIONAL,Blue Note Therapeutics,INDUSTRY,True
NCT07346287,ASSIST-VLA: Assessment of Symptom-Specific Improvement in Diagnosed Vaginal Atrophy Following Laser Therapy,RECRUITING,2025-08-13,2026-04,PHASE4,10,INTERVENTIONAL,Stratpharma AG,INDUSTRY,True
NCT05149573,Investigation of PEMF Therapy for Female Patients With IC/BPS,RECRUITING,2022-08-29,2026-04,NA,75,INTERVENTIONAL,Wake Forest University Health Sciences,OTHER,True
NCT03529045,Registry of Subjects With Drug Resistant Epilepsy and Treated With the VNS Therapy System.,COMPLETED,2018-02-05,2024-09-11,,827,OBSERVATIONAL,LivaNova,INDUSTRY,True
NCT05268939,Performance Evaluation of the LumiraDx SARS-CoV-2 & FLU A/B and SARS-CoV-2 & RSV Tests for Aid in the Assessment of COVID-19,COMPLETED,2022-01-04,2023-03-14,NA,668,INTERVENTIONAL,LumiraDx UK Limited,INDUSTRY,True
NCT05241236,MRI/Ultrasound Fusion Guided Laser Ablation of Prostate Cancer,RECRUITING,2020-11-15,2038-11,,5000,OBSERVATIONAL,"Urological Research Network, LLC",OTHER,True
NCT05352139,Treatment of Tendinosis Using the TenJet Hydroresection System,ENROLLING_BY_INVITATION,2022-05-01,2025-04-30,,600,OBSERVATIONAL,Rothman Institute Orthopaedics,OTHER,True
NCT05981495,Clinical Evaluation of the NanoDetect-TB Mycobacterium Tuberculosis Detection Kit for the Diagnosis of Tuberculosis Disease,UNKNOWN,2023-08,2024-12,,460,OBSERVATIONAL,"NanoPin Technologies, Inc.",INDUSTRY,True
NCT06994130,Seravue Validation Study for Hepatocellular Carcinoma (HCC) Diagnosis,NOT_YET_RECRUITING,2025-08,2029-08,,1392,OBSERVATIONAL,ImCare Biotech,INDUSTRY,True
NCT06368453,"A Study to Evaluate the Performance, Usability, and Result Interpretation of INSTI® HIV Self-Test",COMPLETED,2024-05-02,2025-01-08,NA,1728,INTERVENTIONAL,bioLytical Laboratories,INDUSTRY,True
NCT03418753,Non-invasive Diagnostic for Assessing Elevated Intracranial Pressure,COMPLETED,2018-05-10,2023-05-10,,60,OBSERVATIONAL,"Oculogica, Inc.",INDUSTRY,True
NCT03850197,Tubomanometry and EarPopper Devices for Eustachian Tube Function Testing,COMPLETED,2019-02-27,2019-11-18,,30,OBSERVATIONAL,Cuneyt M. Alper,OTHER,True
NCT05045820,Integrative Medicine in Pain Management in Sickle Cell Disease,ACTIVE_NOT_RECRUITING,2021-06-29,2026-06-20,NA,60,INTERVENTIONAL,Indiana University,OTHER,True
NCT06338813,Digital Manometry for Intra-Abdominal Pressure Measurement in Ileus,COMPLETED,2022-10-30,2023-03-01,NA,30,INTERVENTIONAL,Ankara City Hospital Bilkent,OTHER,True
NCT04540510,OPEP Devices in Acute Inpatient Treatment of Pneumonia,TERMINATED,2019-08-13,2021-02-18,NA,11,INTERVENTIONAL,Danbury Hospital,OTHER,True
NCT06982820,Self Neuro-modulation Therapy for Major Depressive Disorder (MDD) With Anhedonia,RECRUITING,2025-06-25,2027-08-30,NA,170,INTERVENTIONAL,GrayMatters Health Ltd.,INDUSTRY,True
NCT03705650,SHAPE:SeeingtheHeartwithAIPoweredEcho,COMPLETED,2018-10-10,2019-09-06,NA,55,INTERVENTIONAL,Sara Guttas,INDUSTRY,True
NCT03125525,Clinical Experience With Transcutaneous Supraorbital Nerve Stimulation in Refractory Migraine,COMPLETED,2016-01-01,2016-06-30,,37,OBSERVATIONAL,Corfu Headache Clinic,OTHER,True
NCT06092125,Clinical Applicantion of Multi-Tracer PET/MR Imaging in Neurological Disorders/Disease,RECRUITING,2022-10-01,2028-10-31,,2300,OBSERVATIONAL,"Xuanwu Hospital, Beijing",OTHER,True
NCT03827720,Early Feasibility Study of the SENSE Device,COMPLETED,2019-06-06,2021-01-04,NA,20,INTERVENTIONAL,"Sense Diagnostics, LLC",INDUSTRY,True
NCT06549010,Perimetric Testing With Virtual Reality,RECRUITING,2024-07-03,2024-10,NA,60,INTERVENTIONAL,"Envision Health Technologies, Inc.",INDUSTRY,True
NCT03311451,C2 CryoBalloon™ 180 Ablation System Dose De-escalation Study.,ENROLLING_BY_INVITATION,2023-01-16,2026-12-01,NA,30,INTERVENTIONAL,Pentax Medical,INDUSTRY,True
NCT03954431,High-Resolution Lower Dose Dedicated Breast Computed Tomography (CT),RECRUITING,2025-08-14,2029-12,NA,600,INTERVENTIONAL,University of Arizona,OTHER,True
NCT05937269,Assessing Impact of Early Physiotherapy on Lymphatic Dysfunction in Head and Neck Cancer Survivorship,ENROLLING_BY_INVITATION,2023-10-12,2026-02-28,PHASE1,20,INTERVENTIONAL,"The University of Texas Health Science Center, Houston",OTHER,True
NCT05334095,Angio-seal VIP Versus Perclose ProGlide for Closure of the Femoral Artery in Peripheral Vascular Disease,UNKNOWN,2019-08-20,2022-09-01,NA,1062,INTERVENTIONAL,Xiongjing Jiang,OTHER,True
NCT05870345,Pocket Sized Ultrasound (PsUS) and Pediatric Elbow Fractures,COMPLETED,2022-01-18,2023-06-07,NA,35,INTERVENTIONAL,University of Chicago,OTHER,True
NCT05151172,EndovaSCular TreAtment to imProve outcomEs for Medium Vessel Occlusions (ESCAPE-MeVO Trial),ACTIVE_NOT_RECRUITING,2022-04-15,2026-06-30,NA,530,INTERVENTIONAL,Dr. Michael D Hill,OTHER,True
NCT07181447,NIRS for the Diagnosis of Myofascial Pelvic Pain,RECRUITING,2025-01-23,2026-09-01,,110,OBSERVATIONAL,"University of California, Los Angeles",OTHER,True
NCT07271017,Robot-Assisted Prostate Biopsy With a Novel Ultrasound Probe,RECRUITING,2025-09-23,2030-05-31,PHASE1,60,INTERVENTIONAL,Johns Hopkins University,OTHER,True
NCT05618717,Surpoint Algorithm for Improved Guidance of Ablation for Ventricular Tachycardia,COMPLETED,2018-01-01,2023-01-31,,103,OBSERVATIONAL,Rush University Medical Center,OTHER,True
NCT04474132,Point of Care Testing for Presence of Current and or Previous T. Gondii Infection,RECRUITING,2020-08-13,2026-08-20,NA,210,INTERVENTIONAL,University of Chicago,OTHER,True
NCT03156608,Novii External Fetal Monitoring Device,COMPLETED,2017-03-06,2017-06-28,NA,218,INTERVENTIONAL,"Intermountain Health Care, Inc.",OTHER,True
NCT06486948,"An Exploratory, Double-arm, 8-week Study to Explore the Feasibility and Acceptability of Abbreviated Treatment with CT-156 in People with Schizophrenia.",COMPLETED,2024-05-06,2024-08-09,NA,58,INTERVENTIONAL,"Click Therapeutics, Inc.",INDUSTRY,True
NCT05357248,Nutritional Cognitive Behavioral Therapy Feasibility Study in NAFLD and NASH,COMPLETED,2022-04-10,2022-12-07,NA,22,INTERVENTIONAL,Better Therapeutics,INDUSTRY,True
NCT03443908,Early Diagnosis and Treatment of Sleep Disordered Breathing in Lung Cancer,WITHDRAWN,2017-11-17,2019-05-13,,0,OBSERVATIONAL,"Mark M. Fuster, MD",OTHER,True
NCT03544268,Academic-Industrial Partnership for Translation of Acoustic Angiography,COMPLETED,2019-03-25,2021-05-25,PHASE4,20,INTERVENTIONAL,UNC Lineberger Comprehensive Cancer Center,OTHER,True
NCT07217327,The DistaSense VITALS Study,RECRUITING,2025-08-13,2025-11,,20,OBSERVATIONAL,Life Detection Technologies,INDUSTRY,True
NCT05400512,Cognitive Enhancement in Depression (The COG-D Study),COMPLETED,2023-02-08,2025-08-18,NA,16,INTERVENTIONAL,Vanderbilt University Medical Center,OTHER,True
NCT03548506,Subthalamic Steering for Therapy Optimization in Parkinson's Disease,UNKNOWN,2018-04-19,2022-04,NA,20,INTERVENTIONAL,University Hospital Tuebingen,OTHER,True
NCT03559829,Feasibility of Home-based Virtual Reality Rehabilitation for the Upper Extremity in Subacute and Chronic Stroke,COMPLETED,2016-09-23,2018-02-02,NA,20,INTERVENTIONAL,Stanford University,OTHER,True
NCT05408143,An Enhanced Home-Based Telemedicine Program Using Remote Examination Devices for Children With Medical Complexity,RECRUITING,2022-07-12,2025-11-01,NA,300,INTERVENTIONAL,"The University of Texas Health Science Center, Houston",OTHER,True
NCT03903068,Transcranial Alternating Current Stimulation Treating Post-stroke Depression,UNKNOWN,2019-08-15,2020-10-30,NA,70,INTERVENTIONAL,"Xuanwu Hospital, Beijing",OTHER,True
NCT04828707,Assessment of Safety and Efficacy of Nerivio for the Migraine Prevention,COMPLETED,2021-04-13,2022-10-10,NA,335,INTERVENTIONAL,Theranica,INDUSTRY,True
NCT05343988,Percutaneous Neurostimulation to Treat Paroxysmal Sympathetic Hyperactivity in Children,TERMINATED,2022-09-22,2025-11-30,NA,20,INTERVENTIONAL,Medical College of Wisconsin,OTHER,True
NCT07115940,Medical Management With Endovascular Thrombectomy Versus Medical Management Alone in Patients Presenting Beyond 24 Hours of Last Known Well,RECRUITING,2026-05-01,2029-12-01,NA,408,INTERVENTIONAL,Amrou Sarraj,OTHER,True
NCT04584762,Automated Variable Pattern Insufflator Device (AVPI) for the Acute Treatment of Migraine,UNKNOWN,2020-03-09,2022-10-31,NA,80,INTERVENTIONAL,"Nocira, LLC",INDUSTRY,True
NCT03364023,Post-Market Registry Of Stroke Patients Treated With Medtronic Neuro Thrombectomy Devices to Collect Real World Data in South East Asia,COMPLETED,2018-01-01,2019-07-02,,183,OBSERVATIONAL,Medtronic Neurovascular Clinical Affairs,INDUSTRY,True
NCT03214224,Remote Pulmonary Function Testing in Amyotrophic Lateral Sclerosis (Pilot),COMPLETED,2017-11-01,2019-09-30,NA,49,INTERVENTIONAL,Milton S. Hershey Medical Center,OTHER,True
NCT05407207,Therapeutic Plantar Electrical Stimulation Intervention During Hemodialysis to Improve Balance and Mobility,RECRUITING,2018-06-01,2022-11-11,NA,100,INTERVENTIONAL,Hamad Medical Corporation,INDUSTRY,True
NCT03296852,Study: SONAS Ultrasound for Detecting Stroke SONAS Ultrasound for Detecting Stroke,COMPLETED,2018-04-19,2019-01-20,EARLY_PHASE1,12,INTERVENTIONAL,"University of California, Los Angeles",OTHER,True
NCT04797611,STEM-Parkinson's Disease,COMPLETED,2022-05-19,2024-12-06,NA,188,INTERVENTIONAL,Scion NeuroStim,INDUSTRY,True
NCT03161067,Investigation on the Bidirectional Cortical Neuroprosthetic System,RECRUITING,2017-08-01,2027-09-30,NA,5,INTERVENTIONAL,Johns Hopkins University,OTHER,True
NCT06516354,Evaluation of Obstructive Sleep Apnea (OSA) Using Portable Sleep Testing (PST) Devices on an Inpatient Stroke Unit,WITHDRAWN,2017-08-01,2019-03-31,NA,0,INTERVENTIONAL,Wake Forest University Health Sciences,OTHER,True
NCT04729257,Norms Expansion and Validation for IntelliSpace Cognition,COMPLETED,2021-03-08,2021-07-02,NA,508,INTERVENTIONAL,Philips Electronics Nederland B.V. acting through Philips CTO organization,INDUSTRY,True
NCT06867809,Spine and Brain Stimulation for Movement Recovery After Cervical Spinal Cord Injury,RECRUITING,2026-01-15,2027-03-31,NA,20,INTERVENTIONAL,Jason Carmel,OTHER,True
NCT04194008,Efficacy and Safety of Nerivio Device for Acute Treatment of Migraine in People With Chronic Migraine,COMPLETED,2019-11-18,2020-08-30,NA,126,INTERVENTIONAL,Theranica,INDUSTRY,True
NCT04250376,The Use of Transcranial Focused Ultrasound for the Treatment of Neurodegenerative Dementias,UNKNOWN,2017-11-27,2025-01,NA,100,INTERVENTIONAL,Neurological Associates of West Los Angeles,OTHER,True
NCT04071847,Abbott DBS Post-Market Study of Outcomes for Indications Over Time,RECRUITING,2019-11-26,2030-09,,1000,OBSERVATIONAL,Abbott Medical Devices,INDUSTRY,True
NCT06598189,Ear-Seizure Detection (EarSD) Study,RECRUITING,2025-04-03,2032-12,NA,40,INTERVENTIONAL,Felicia Chu,OTHER,True
NCT07071935,A Clinical Trial of Early Ventilation in Amyotrophic Lateral Sclerosis (EVENT ALS),NOT_YET_RECRUITING,2026-03,2029-05,PHASE2,48,INTERVENTIONAL,University of Pennsylvania,OTHER,True
NCT07181174,Early Prediction and Diagnosis of Acute Kidney Injury,ENROLLING_BY_INVITATION,2024-12-01,2026-01-01,,45,OBSERVATIONAL,Aswan University,OTHER,True
NCT04799405,Home-based tDCS in Major Depressive Disorder,COMPLETED,2020-09-24,2021-07-02,NA,5,INTERVENTIONAL,Hebrew SeniorLife,OTHER,True
NCT04499508,Appraising the Embolization of Aneurysms Using Balt Optima™ Coil System (APPLY Study),UNKNOWN,2020-04-10,2023-04-09,NA,30,INTERVENTIONAL,Vascular Neurology of Southern California Inc.,INDUSTRY,True
NCT03801382,Psychometric Properties of IntelliSpace Cognition,COMPLETED,2019-04-15,2019-08-26,NA,450,INTERVENTIONAL,Philips Electronics Nederland B.V. acting through Philips CTO organization,INDUSTRY,True
NCT05338697,"Validation of Early Prognostic Data for Recovery Outcome After Stroke for Future, Higher Yield Trials",RECRUITING,2022-06-18,2027-10,,657,OBSERVATIONAL,University of Cincinnati,OTHER,True
NCT03263897,Feasibility of Using a Mobile Device Controlled Micro-pressure Pulse Insufflator for Acute Migraine Relief,TERMINATED,2017-08-21,2020-12-31,NA,59,INTERVENTIONAL,Caps Research Network,OTHER,True
NCT03094715,Efficacy and Safety of Thrombectomy in Stroke With Extended Lesion and Extended Time Window,TERMINATED,2018-06-20,2023-11-15,NA,253,INTERVENTIONAL,University Hospital Heidelberg,OTHER,True
NCT03741400,Virtual Reality Glove for Hand and Arm Rehabilitation After Stroke,COMPLETED,2018-10-01,2023-09-15,NA,60,INTERVENTIONAL,Stanford University,OTHER,True
NCT05949580,Study to Evaluate the Usability and Value of Integrated Digital Solutions in Medical Care of Participants With Multiple Sclerosis,RECRUITING,2024-10-21,2028-03-31,,500,OBSERVATIONAL,Hoffmann-La Roche,INDUSTRY,True
NCT03443388,Novel Helmet Design in Patients With Seizures,COMPLETED,2017-08-14,2020-03-20,NA,9,INTERVENTIONAL,"Michael A. Gelfand, MD, PhD",OTHER,True
NCT05196828,Extension Study Evaluating NTX100 Neuromodulation System for Medication-Refractory Primary RLS,COMPLETED,2021-12-20,2022-11-18,NA,103,INTERVENTIONAL,"Noctrix Health, Inc.",INDUSTRY,True
NCT03222375,SQUED™ Series 28.1 Home-use and Treatment of Autowave Reverberator of Autism,RECRUITING,2017-09-26,2027-12,,80,OBSERVATIONAL,American Federation of Medical Synergetics,OTHER,True
NCT02991430,A Non-Invasive Neuromodulation Device for Prevention of Episodic Migraine Headache,TERMINATED,2017-06-30,2018-05-11,NA,45,INTERVENTIONAL,Scion NeuroStim,INDUSTRY,True
NCT03207685,Generalized Seizure Detection And Alerting In The EMU With The Empatica Embrace Watch And Smartphone-Based Alert System,UNKNOWN,2017-06-30,2022-01,NA,100,INTERVENTIONAL,"Empatica, Inc.",INDUSTRY,True
NCT03465904,A Phase III Trial of e-TNS for the Acute Treatment of Migraine,COMPLETED,2018-04-10,2019-01-11,NA,607,INTERVENTIONAL,Cefaly Technology,INDUSTRY,True
NCT04027049,Biologic Mechanisms of Early Exercise After Intracerebral Hemorrhage,COMPLETED,2019-03-02,2021-02-24,NA,25,INTERVENTIONAL,Johns Hopkins University,OTHER,True
NCT04650282,Sphenopalatine Ganglion Block for Headache After Concussion,TERMINATED,2021-03-18,2021-04-06,PHASE2,2,INTERVENTIONAL,University of Michigan,OTHER,True
NCT03557333,Safety and Tolerability of POD-DHE (INP104) in Migraine (STOP 301),COMPLETED,2018-07-13,2020-03-17,PHASE3,360,INTERVENTIONAL,Impel Pharmaceuticals,INDUSTRY,True
NCT06951906,Imaging Biomarkers of FOG Response to DBS,RECRUITING,2024-11-11,2030-01,PHASE4,54,INTERVENTIONAL,Medical University of South Carolina,OTHER,True
NCT06008717,Double-Blind Clinical Trial of Subthalamic Nucleus Deep Brain Stimulation in Early-Stage Parkinson's Disease,NOT_YET_RECRUITING,2028-01-01,2032-12-31,NA,40,INTERVENTIONAL,Mallory Hacker,OTHER,True
NCT05444335,Screening for Atrial Fibrillation in Elderly Women Older Than 70 Years,ACTIVE_NOT_RECRUITING,2023-07-15,2026-12-15,NA,120,INTERVENTIONAL,"University of Maryland, Baltimore",OTHER,True
NCT03685578,CERENOVUS Neurothrombectomy Devices Registry,COMPLETED,2018-09-28,2025-02-20,,2000,OBSERVATIONAL,"Cerenovus, Part of DePuy Synthes Products, Inc.",INDUSTRY,True
NCT07508670,An Observational Study of the NeuroBell EEG Monitor,COMPLETED,2024-09-02,2026-03-03,,17,OBSERVATIONAL,University College Cork,OTHER,True
NCT07224607,Transcranial Photobiomodulation (tPBM) in Alzheimer's Disease Study,RECRUITING,2025-12-25,2026-10,NA,45,INTERVENTIONAL,Cedars-Sinai Medical Center,OTHER,True
NCT06963645,Augmented Reality-based Telerehabilitation Platform for Patients With Stroke,NOT_YET_RECRUITING,2025-06,2026-06,NA,30,INTERVENTIONAL,Stanford University,OTHER,True
NCT04950894,Treating Obstructive Sleep Apnea Using Targeted Hypoglossal Neurostimulation,ACTIVE_NOT_RECRUITING,2021-07-27,2025-10-30,NA,150,INTERVENTIONAL,LivaNova,INDUSTRY,True
NCT06374264,Acceptability and Safety of MR-C-014 in Persons With Neuromyelitis Optica Spectrum Disorder,ENROLLING_BY_INVITATION,2024-11-12,2026-03-31,NA,30,INTERVENTIONAL,"MedRhythms, Inc.",INDUSTRY,True
NCT04131764,Diagnosis of ON With or Without MS or NMOSD,TERMINATED,2019-10-04,2022-09-06,,112,OBSERVATIONAL,Jagannadha R Avasarala,OTHER,True
NCT04874155,Noninvasive Peripheral Nerve Stimulation for Medication-Refractory Primary RLS (The RESTFUL Study),COMPLETED,2021-05-06,2022-04-08,NA,133,INTERVENTIONAL,"Noctrix Health, Inc.",INDUSTRY,True
NCT03733431,Non-invasive TRanscutaneous Cervical Vagus Nerve Stimulation as a Treatment for Acute Stroke; Safety and Feasibility Study,COMPLETED,2019-05-10,2021-04-01,NA,69,INTERVENTIONAL,Turkish Stroke Research and Clinical Trials Network,NETWORK,True
NCT03010462,Electric Field Navigated 1hz Rtms for Post-stroke Motor Recovery Trial,COMPLETED,2017-03-01,2018-08-15,NA,60,INTERVENTIONAL,Nexstim Ltd,INDUSTRY,True
NCT03111277,MR Guided Focused Ultrasound for Treatment of Neuropathic Pain,COMPLETED,2017-09-15,2022-10-09,NA,10,INTERVENTIONAL,"University of Maryland, Baltimore",OTHER,True
NCT03812653,Sleep for Stroke Management and Recovery Trial,ACTIVE_NOT_RECRUITING,2019-05-09,2026-11,NA,3062,INTERVENTIONAL,University of Michigan,OTHER,True
NCT03337620,Efficacy and Safety of Tx360® Transnasal Sphenopalatine Ganglion Block in the Treatment of Chronic Migraine,COMPLETED,2017-09-20,2023-12-29,PHASE3,174,INTERVENTIONAL,Tian Medical Inc.,INDUSTRY,True
NCT02006433,Treatment of Pain and Autonomic Dysreflexia in Spinal Cord Injury With Deep Brain Stimulation,COMPLETED,2013-12,2017-09,NA,4,INTERVENTIONAL,Jonathan Jagid,OTHER,True
NCT03547687,Neurosciences-Intensive Care Unit Electrical Stimulation,COMPLETED,2018-08-10,2019-12-31,NA,9,INTERVENTIONAL,Oregon Health and Science University,OTHER,True
